-1 1:-0.886401 2:-0.827848 3:-0.87605 4:-0.752514 5:-0.770568 6:-0.72428 7:-0.829684 8:-0.757653 9:-0.884843 10:-0.692 11:-0.746032 12:-0.771429 13:-0.763158 14:-0.772021 15:-0.742344 16:-0.69865
-1 1:-0.921354 2:-0.949367 3:-0.930672 4:-0.936582 5:-0.942063 6:-0.897119 7:-0.931873 8:-0.941327 9:-0.945809 10:-0.916 11:-0.940035 12:-0.930159 13:-0.931174 14:-0.935233 15:-0.942978 16:-0.957356
-1 1:-0.732387 2:-0.751899 3:-0.731092 4:-0.783449 5:-0.735805 6:-0.777778 7:-0.77129 8:-0.829082 9:-0.749365 10:-0.784 11:-0.798942 12:-0.819048 13:-0.795547 14:-0.792746 15:-0.82471 16:-0.813788
-1 1:-0.671218 2:-0.782278 3:-0.720588 4:-0.735499 5:-0.742758 6:-0.720165 7:-0.790754 8:-0.77551 9:-0.747671 10:-0.772 11:-0.707231 12:-0.68254 13:-0.742915 14:-0.733161 15:-0.727561 16:-0.778252
-1 1:-0.814309 2:-0.817722 3:-0.829832 4:-0.806651 5:-0.809965 6:-0.876543 7:-0.79562 8:-0.890306 9:-0.837426 10:-0.832 11:-0.830688 12:-0.803175 13:-0.805668 14:-0.852332 15:-0.837381 16:-0.879176
-1 1:-0.641726 2:-0.655696 3:-0.577731 4:-0.593194 5:-0.650058 6:-0.633745 7:-0.625304 8:-0.701531 9:-0.627434 10:-0.64 11:-0.544974 12:-0.596825 13:-0.54251 14:-0.681347 15:-0.666315 16:-0.620469
-1 1:-0.708356 2:-0.653165 3:-0.754202 4:-0.689095 5:-0.63847 6:-0.55144 7:-0.693431 8:-0.744898 9:-0.767993 10:-0.692 11:-0.710758 12:-0.752381 13:-0.680162 14:-0.717617 15:-0.763464 16:-0.788202
-1 1:-0.774986 2:-0.726582 3:-0.840336 4:-0.851508 5:-0.752028 6:-0.823045 7:-0.819951 8:-0.867347 9:-0.832345 10:-0.84 11:-0.851852 12:-0.91746 13:-0.856275 14:-0.865285 15:-0.892291 16:-0.891969
-1 1:-0.842709 2:-0.827848 3:-0.840336 4:-0.87471 5:-0.809965 6:-0.82716 7:-0.858881 8:-0.864796 9:-0.872989 10:-0.816 11:-0.84127 12:-0.853968 13:-0.870445 14:-0.860104 15:-0.86906 16:-0.900498
-1 1:-0.959585 2:-0.95443 3:-0.941176 4:-0.948956 5:-0.946698 6:-0.975309 7:-0.965937 8:-0.938776 9:-0.949196 10:-0.944 11:-0.869489 12:-0.920635 13:-0.953441 14:-0.932642 15:-0.930306 16:-0.937456
-1 1:-0.844894 2:-0.837975 3:-0.810924 4:-0.828306 5:-0.83314 6:-0.765432 7:-0.854015 8:-0.859694 9:-0.818798 10:-0.836 11:-0.753086 12:-0.780952 13:-0.831984 14:-0.854922 15:-0.797254 16:-0.828003
-1 1:-0.721464 2:-0.681013 3:-0.716387 4:-0.724671 5:-0.66628 6:-0.604938 7:-0.703163 8:-0.706633 9:-0.735817 10:-0.68 11:-0.611993 12:-0.609524 13:-0.724696 14:-0.694301 15:-0.657867 16:-0.695807
-1 1:-0.968323 2:-0.959494 3:-0.97479 4:-0.964424 5:-0.967555 6:-0.954733 7:-0.970803 8:-0.97449 9:-0.974598 10:-0.972 11:-0.971781 12:-0.990476 13:-0.963563 14:-0.971503 15:-0.985216 16:-0.970149
-1 1:-0.711633 2:-0.706329 3:-0.718487 4:-0.673627 5:-0.603708 6:-0.592593 7:-0.649635 8:-0.681122 9:-0.767993 10:-0.676 11:-0.749559 12:-0.634921 13:-0.696356 14:-0.546632 15:-0.733897 16:-0.724236
-1 1:-0.889678 2:-0.878481 3:-0.897059 4:-0.899459 5:-0.867903 6:-0.851852 7:-0.922141 8:-0.892857 9:-0.905165 10:-0.912 11:-0.873016 12:-0.888889 13:-0.906883 14:-0.873057 15:-0.900739 16:-0.906183
-1 1:-0.766248 2:-0.817722 3:-0.75 4:-0.817479 5:-0.821553 6:-0.864198 7:-0.829684 8:-0.903061 9:-0.745978 10:-0.832 11:-0.738977 12:-0.84127 13:-0.840081 14:-0.896373 15:-0.816262 16:-0.843639
-1 1:-0.902785 2:-0.891139 3:-0.905462 4:-0.910286 5:-0.900348 6:-0.888889 7:-0.858881 8:-0.903061 9:-0.898391 10:-0.86 11:-0.858907 12:-0.892063 13:-0.919028 14:-0.906736 15:-0.885956 16:-0.899076
-1 1:-0.861278 2:-0.812658 3:-0.796218 4:-0.791183 5:-0.789108 6:-0.769547 7:-0.756691 8:-0.790816 9:-0.864522 10:-0.736 11:-0.626102 12:-0.615873 13:-0.732794 14:-0.774611 15:-0.74868 16:-0.722814
-1 1:-0.756417 2:-0.681013 3:-0.768908 4:-0.703016 5:-0.69409 6:-0.683128 7:-0.664234 8:-0.683673 9:-0.751058 10:-0.624 11:-0.611993 12:-0.673016 13:-0.706478 14:-0.717617 15:-0.653643 16:-0.66027
-1 1:-0.823048 2:-0.739241 3:-0.85084 4:-0.783449 5:-0.74971 6:-0.753086 7:-0.790754 8:-0.844388 9:-0.852667 10:-0.824 11:-0.858907 12:-0.844444 13:-0.767206 14:-0.821244 15:-0.860612 16:-0.791045
-1 1:-0.653741 2:-0.572152 3:-0.663866 4:-0.582367 5:-0.550406 6:-0.559671 7:-0.527981 8:-0.55102 9:-0.685013 10:-0.48 11:-0.587302 12:-0.565079 13:-0.562753 14:-0.554404 15:-0.588173 16:-0.563611
-1 1:-0.938831 2:-0.774684 3:-0.932773 4:-0.888631 5:-0.803013 6:-0.798354 7:-0.931873 8:-0.747449 9:-0.949196 10:-0.924 11:-0.925926 12:-0.907937 13:-0.848178 14:-0.756477 15:-0.93453 16:-0.882018
-1 1:-0.684326 2:-0.556962 3:-0.659664 4:-0.566899 5:-0.573581 6:-0.555556 7:-0.635036 8:-0.556122 9:-0.703641 10:-0.552 11:-0.594356 12:-0.561905 13:-0.483806 14:-0.611399 15:-0.605069 16:-0.476901
-1 1:-0.528127 2:-0.448101 3:-0.483193 4:-0.520495 5:-0.334878 6:-0.320988 7:-0.527981 8:-0.502551 9:-0.568163 10:-0.376 11:-0.506173 12:-0.536508 13:-0.536437 14:-0.458549 15:-0.550158 16:-0.572139
-1 1:-0.655926 2:-0.721519 3:-0.642857 4:-0.699923 5:-0.728853 6:-0.703704 7:-0.649635 8:-0.706633 9:-0.652837 10:-0.608 11:-0.66843 12:-0.647619 13:-0.698381 14:-0.740933 15:-0.63886 16:-0.701493
-1 1:-0.9574 2:-0.96962 3:-0.978992 4:-0.969064 5:-0.97219 6:-0.958848 7:-0.980535 8:-0.97449 9:-0.983065 10:-0.968 11:-0.982363 12:-0.987302 13:-0.965587 14:-0.974093 15:-0.985216 16:-0.96162
-1 1:-0.870016 2:-0.883544 3:-0.781513 4:-0.902552 5:-0.909618 6:-0.925926 7:-0.868613 8:-0.923469 9:-0.796782 10:-0.864 11:-0.805996 12:-0.888889 13:-0.896761 14:-0.948187 15:-0.87962 16:-0.948827
-1 1:-0.785909 2:-0.746835 3:-0.764706 4:-0.730858 5:-0.70336 6:-0.765432 7:-0.742092 8:-0.706633 9:-0.813717 10:-0.636 11:-0.643739 12:-0.603175 13:-0.708502 14:-0.717617 15:-0.659979 16:-0.67022
-1 1:-0.942108 2:-0.913924 3:-0.901261 4:-0.910286 5:-0.902665 6:-0.880658 7:-0.922141 8:-0.918367 9:-0.901778 10:-0.884 11:-0.855379 12:-0.904762 13:-0.927126 14:-0.919689 15:-0.888068 16:-0.917555
-1 1:-0.868924 2:-0.832911 3:-0.842437 4:-0.819026 5:-0.840093 6:-0.82716 7:-0.854015 8:-0.846939 9:-0.832345 10:-0.872 11:-0.820106 12:-0.838095 13:-0.823887 14:-0.831606 15:-0.839493 16:-0.862118
-1 1:-0.924631 2:-0.868354 3:-0.886555 4:-0.901005 5:-0.872538 6:-0.855967 7:-0.907543 8:-0.918367 9:-0.903472 10:-0.88 11:-0.890653 12:-0.92381 13:-0.888664 14:-0.927461 15:-0.921859 16:-0.913291
-1 1:-0.880939 2:-0.822785 3:-0.834034 4:-0.808198 5:-0.837775 6:-0.798354 7:-0.742092 8:-0.744898 9:-0.830652 10:-0.748 11:-0.664903 12:-0.634921 13:-0.797571 14:-0.756477 15:-0.69377 16:-0.683014
-1 1:-0.962862 2:-0.972152 3:-0.966387 4:-0.969064 5:-0.98146 6:-0.983539 7:-0.990268 8:-0.971939 9:-0.962743 10:-0.964 11:-0.989418 12:-0.980952 13:-0.973684 14:-0.987047 15:-0.959873 16:-0.972992
-1 1:-0.80994 2:-0.81519 3:-0.829832 4:-0.771075 5:-0.779838 6:-0.790123 7:-0.815085 8:-0.826531 9:-0.813717 10:-0.804 11:-0.795414 12:-0.787302 13:-0.809717 14:-0.784974 15:-0.776135 16:-0.76688
-1 1:-0.722556 2:-0.637975 3:-0.737395 4:-0.723125 5:-0.626883 6:-0.748971 7:-0.73236 8:-0.762755 9:-0.769687 10:-0.724 11:-0.763668 12:-0.771429 13:-0.702429 14:-0.738342 15:-0.797254 16:-0.783937
-1 1:-0.815401 2:-0.746835 3:-0.808824 4:-0.778809 5:-0.726535 6:-0.683128 7:-0.737226 8:-0.813776 9:-0.822185 10:-0.736 11:-0.679012 12:-0.688889 13:-0.781377 14:-0.784974 15:-0.740232 16:-0.788202
-1 1:-0.880939 2:-0.817722 3:-0.838235 4:-0.803558 5:-0.803013 6:-0.740741 7:-0.77129 8:-0.760204 9:-0.837426 10:-0.772 11:-0.633157 12:-0.622222 13:-0.815789 14:-0.738342 15:-0.687434 16:-0.738451
-1 1:-0.902785 2:-0.956962 3:-0.92437 4:-0.92266 5:-0.958285 6:-0.938272 7:-0.941606 8:-0.946429 9:-0.913633 10:-0.944 11:-0.925926 12:-0.926984 13:-0.939271 14:-0.937824 15:-0.917635 16:-0.918977
-1 1:-0.802294 2:-0.797468 3:-0.779412 4:-0.752514 5:-0.77752 6:-0.802469 7:-0.73236 8:-0.793367 9:-0.778154 10:-0.756 11:-0.675485 12:-0.75873 13:-0.767206 14:-0.753886 15:-0.774023 16:-0.803838
-1 1:-0.821955 2:-0.855696 3:-0.829832 4:-0.826759 5:-0.830823 6:-0.909465 7:-0.888078 8:-0.905612 9:-0.850974 10:-0.86 11:-0.855379 12:-0.834921 13:-0.825911 14:-0.88342 15:-0.852165 16:-0.855011
-1 1:-0.910431 2:-0.850633 3:-0.861345 4:-0.910286 5:-0.856315 6:-0.806584 7:-0.878345 8:-0.846939 9:-0.874682 10:-0.844 11:-0.84127 12:-0.838095 13:-0.910931 14:-0.862694 15:-0.847941 16:-0.891969
-1 1:-0.627526 2:-0.622785 3:-0.634454 4:-0.659706 5:-0.615295 6:-0.621399 7:-0.678832 8:-0.727041 9:-0.674852 10:-0.636 11:-0.583774 12:-0.625397 13:-0.633603 14:-0.733161 15:-0.659979 16:-0.692964
-1 1:-0.582742 2:-0.567089 3:-0.611345 4:-0.58082 5:-0.564311 6:-0.588477 7:-0.610706 8:-0.622449 9:-0.629128 10:-0.604 11:-0.654321 12:-0.580952 13:-0.560729 14:-0.611399 15:-0.611404 16:-0.59204
-1 1:-0.926816 2:-0.911392 3:-0.926471 4:-0.938128 5:-0.91657 6:-0.888889 7:-0.922141 8:-0.943878 9:-0.928874 10:-0.94 11:-0.925926 12:-0.895238 13:-0.941296 14:-0.927461 15:-0.919747 16:-0.923241
-1 1:-0.927908 2:-0.921519 3:-0.92437 4:-0.91802 5:-0.928158 6:-0.897119 7:-0.854015 8:-0.908163 9:-0.915326 10:-0.852 11:-0.89418 12:-0.933333 13:-0.92915 14:-0.914508 15:-0.911299 16:-0.924662
-1 1:-0.895139 2:-0.84557 3:-0.867647 4:-0.843774 5:-0.840093 6:-0.831276 7:-0.844282 8:-0.880102 9:-0.872989 10:-0.824 11:-0.84127 12:-0.866667 13:-0.84413 14:-0.878238 15:-0.860612 16:-0.867804
-1 1:-0.927908 2:-0.941772 3:-0.920168 4:-0.941222 5:-0.95365 6:-0.938272 7:-0.961071 8:-0.936224 9:-0.92718 10:-0.94 11:-0.922399 12:-0.952381 13:-0.935223 14:-0.950777 15:-0.942978 16:-0.94172
-1 1:-0.601311 2:-0.650633 3:-0.632353 4:-0.616396 5:-0.677868 6:-0.633745 7:-0.625304 8:-0.635204 9:-0.634208 10:-0.656 11:-0.544974 12:-0.596825 13:-0.591093 14:-0.639896 15:-0.626188 16:-0.65032
-1 1:-0.409066 2:-0.491139 3:-0.42437 4:-0.508121 5:-0.471611 6:-0.497942 7:-0.430657 8:-0.604592 9:-0.451312 10:-0.512 11:-0.502646 12:-0.488889 13:-0.518219 14:-0.531088 15:-0.545935 16:-0.570718
-1 1:-0.68651 2:-0.736709 3:-0.588235 4:-0.743233 5:-0.763615 6:-0.73251 7:-0.708029 8:-0.795918 9:-0.618967 10:-0.676 11:-0.590829 12:-0.638095 13:-0.726721 14:-0.841969 15:-0.653643 16:-0.745558
-1 1:-0.794648 2:-0.812658 3:-0.819328 4:-0.781903 5:-0.772885 6:-0.806584 7:-0.800487 8:-0.82398 9:-0.834039 10:-0.788 11:-0.798942 12:-0.8 13:-0.795547 14:-0.779793 15:-0.818374 16:-0.793888
-1 1:-0.740033 2:-0.731646 3:-0.75 4:-0.741686 5:-0.652375 6:-0.736626 7:-0.790754 8:-0.686224 9:-0.786622 10:-0.716 11:-0.763668 12:-0.75873 13:-0.771255 14:-0.629534 15:-0.767687 16:-0.731343
-1 1:-0.699618 2:-0.812658 3:-0.726891 4:-0.808198 5:-0.76825 6:-0.847737 7:-0.781022 8:-0.885204 9:-0.764606 10:-0.756 11:-0.795414 12:-0.809524 13:-0.827935 14:-0.84715 15:-0.820486 16:-0.862118
-1 1:-0.891862 2:-0.913924 3:-0.846639 4:-0.851508 5:-0.884125 6:-0.893004 7:-0.907543 8:-0.897959 9:-0.859441 10:-0.868 11:-0.830688 12:-0.838095 13:-0.864372 14:-0.880829 15:-0.843717 16:-0.864961
-1 1:-0.556526 2:-0.546835 3:-0.590336 4:-0.557618 5:-0.513326 6:-0.547325 7:-0.513382 8:-0.67602 9:-0.598645 10:-0.572 11:-0.587302 12:-0.568254 13:-0.576923 14:-0.598446 15:-0.609293 16:-0.644634
-1 1:-0.659203 2:-0.594937 3:-0.647059 4:-0.594741 5:-0.566628 6:-0.427984 7:-0.600973 8:-0.515306 9:-0.671465 10:-0.492 11:-0.56261 12:-0.549206 13:-0.58502 14:-0.544041 15:-0.550158 16:-0.60199
-1 1:-0.960677 2:-0.924051 3:-0.932773 4:-0.936582 5:-0.939745 6:-0.876543 7:-0.931873 8:-0.943878 9:-0.925487 10:-0.948 11:-0.925926 12:-0.92381 13:-0.941296 14:-0.940415 15:-0.926082 16:-0.957356
-1 1:-0.882032 2:-0.835443 3:-0.821429 4:-0.806651 5:-0.816918 6:-0.757202 7:-0.746959 8:-0.721939 9:-0.834039 10:-0.636 11:-0.66843 12:-0.739683 13:-0.809717 14:-0.772021 15:-0.717001 16:-0.725657
-1 1:-0.688695 2:-0.663291 3:-0.682773 4:-0.642691 5:-0.564311 6:-0.679012 7:-0.708029 8:-0.742347 9:-0.73243 10:-0.64 11:-0.728395 12:-0.673016 13:-0.663968 14:-0.663212 15:-0.706441 16:-0.781095
-1 1:-0.725833 2:-0.734177 3:-0.728992 4:-0.757154 5:-0.735805 6:-0.687243 7:-0.659367 8:-0.739796 9:-0.744285 10:-0.632 11:-0.693122 12:-0.685714 13:-0.751012 14:-0.759067 15:-0.700106 16:-0.76688
-1 1:-0.948662 2:-0.987342 3:-0.951681 4:-0.976798 5:-0.986095 6:-0.971193 7:-0.946472 8:-0.977041 9:-0.962743 10:-0.952 11:-0.961199 12:-0.974603 13:-0.975709 14:-0.966321 15:-0.985216 16:-0.958778
-1 1:-0.661387 2:-0.660759 3:-0.636555 4:-0.642691 5:-0.643105 6:-0.617284 7:-0.600973 8:-0.622449 9:-0.686706 10:-0.504 11:-0.534392 12:-0.549206 13:-0.603239 14:-0.663212 15:-0.588173 16:-0.616205
-1 1:-0.647187 2:-0.605063 3:-0.665966 4:-0.707657 5:-0.548088 6:-0.534979 7:-0.6691 8:-0.716837 9:-0.676545 10:-0.636 11:-0.686067 12:-0.75873 13:-0.767206 14:-0.660622 15:-0.725449 16:-0.800995
-1 1:-0.65811 2:-0.708861 3:-0.712185 4:-0.6628 5:-0.663963 6:-0.691358 7:-0.756691 8:-0.632653 9:-0.681626 10:-0.78 11:-0.784832 12:-0.695238 13:-0.730769 14:-0.551813 15:-0.678986 16:-0.643213
-1 1:-0.844894 2:-0.827848 3:-0.892857 4:-0.815932 5:-0.849363 6:-0.847737 7:-0.878345 8:-0.803571 9:-0.891617 10:-0.828 11:-0.816578 12:-0.828571 13:-0.785425 14:-0.84456 15:-0.822598 16:-0.808102
-1 1:-0.951939 2:-0.977215 3:-0.926471 4:-0.958237 5:-0.974508 6:-0.967078 7:-0.980535 8:-0.964286 9:-0.92718 10:-0.948 11:-0.925926 12:-0.974603 13:-0.973684 14:-0.971503 15:-0.947202 16:-0.964463
-1 1:-0.86237 2:-0.837975 3:-0.817227 4:-0.823666 5:-0.85168 6:-0.823045 7:-0.849148 8:-0.808673 9:-0.832345 10:-0.78 11:-0.756614 12:-0.806349 13:-0.799595 14:-0.857513 15:-0.797254 16:-0.808102
-1 1:-0.557619 2:-0.511392 3:-0.579832 4:-0.565352 5:-0.455388 6:-0.572016 7:-0.615572 8:-0.640306 9:-0.580017 10:-0.588 11:-0.611993 12:-0.653968 13:-0.619433 14:-0.57772 15:-0.619852 16:-0.768301
-1 1:-0.855816 2:-0.797468 3:-0.842437 4:-0.83604 5:-0.828505 6:-0.753086 7:-0.815085 8:-0.785714 9:-0.832345 10:-0.816 11:-0.816578 12:-0.838095 13:-0.82996 14:-0.80829 15:-0.82471 16:-0.749822
-1 1:-0.984708 2:-0.979747 3:-0.976891 4:-0.964424 5:-0.965238 6:-0.942387 7:-0.990268 8:-0.956633 9:-0.988146 10:-0.936 11:-0.982363 12:-0.968254 13:-0.965587 14:-0.963731 15:-0.959873 16:-0.948827
-1 1:-0.87657 2:-0.853165 3:-0.840336 4:-0.806651 5:-0.828505 6:-0.835391 7:-0.858881 8:-0.785714 9:-0.88823 10:-0.788 11:-0.742504 12:-0.692063 13:-0.765182 14:-0.792746 15:-0.767687 16:-0.741294
-1 1:-0.537957 2:-0.539241 3:-0.453782 4:-0.590101 5:-0.529548 6:-0.436214 7:-0.479319 8:-0.617347 9:-0.493649 10:-0.468 11:-0.481481 12:-0.542857 13:-0.591093 14:-0.61399 15:-0.560718 16:-0.651741
-1 1:-0.859093 2:-0.812658 3:-0.804622 4:-0.837587 5:-0.80533 6:-0.851852 7:-0.800487 8:-0.84949 9:-0.822185 10:-0.784 11:-0.728395 12:-0.806349 13:-0.838057 14:-0.84456 15:-0.820486 16:-0.860697
-1 1:-0.888585 2:-0.860759 3:-0.831933 4:-0.883991 5:-0.849363 6:-0.843621 7:-0.839416 8:-0.887755 9:-0.859441 10:-0.812 11:-0.738977 12:-0.796825 13:-0.880567 14:-0.88601 15:-0.831045 16:-0.891969
-1 1:-0.803386 2:-0.83038 3:-0.72479 4:-0.767981 5:-0.803013 6:-0.798354 7:-0.756691 8:-0.80102 9:-0.788315 10:-0.732 11:-0.703704 12:-0.669841 13:-0.726721 14:-0.784974 15:-0.75924 16:-0.796731
-1 1:-0.896232 2:-0.896203 3:-0.878151 4:-0.901005 5:-0.87022 6:-0.864198 7:-0.902676 8:-0.882653 9:-0.898391 10:-0.852 11:-0.873016 12:-0.866667 13:-0.912955 14:-0.875648 15:-0.871172 16:-0.880597
-1 1:-0.874386 2:-0.891139 3:-0.855042 4:-0.853055 5:-0.858633 6:-0.839506 7:-0.849148 8:-0.90051 9:-0.879763 10:-0.844 11:-0.805996 12:-0.825397 13:-0.854251 14:-0.862694 15:-0.864836 16:-0.869225
-1 1:-0.872201 2:-0.972152 3:-0.842437 4:-0.936582 5:-0.95365 6:-0.983539 7:-0.970803 8:-0.966837 9:-0.884843 10:-0.912 11:-0.876543 12:-0.92381 13:-0.92915 14:-0.974093 15:-0.930306 16:-0.974414
-1 1:-0.734571 2:-0.789873 3:-0.766807 4:-0.865429 5:-0.752028 6:-0.814815 7:-0.883212 8:-0.854592 9:-0.779848 10:-0.828 11:-0.904762 12:-0.850794 13:-0.917004 14:-0.829016 15:-0.822598 16:-0.855011
-1 1:-0.986892 2:-0.956962 3:-0.983193 4:-0.964424 5:-0.96292 6:-0.90535 7:-0.970803 8:-0.941327 9:-0.988146 10:-0.948 11:-0.950617 12:-0.952381 13:-0.955466 14:-0.950777 15:-0.957761 16:-0.934613
-1 1:-0.841617 2:-0.886076 3:-0.905462 4:-0.825213 5:-0.87949 6:-0.91358 7:-0.89781 8:-0.887755 9:-0.88315 10:-0.908 11:-0.932981 12:-0.907937 13:-0.840081 14:-0.862694 15:-0.885956 16:-0.798152
-1 1:-0.885309 2:-0.873418 3:-0.859244 4:-0.87935 5:-0.867903 6:-0.843621 7:-0.888078 8:-0.831633 9:-0.878069 10:-0.804 11:-0.82716 12:-0.853968 13:-0.87247 14:-0.867876 15:-0.839493 16:-0.82516
-1 1:-0.883124 2:-0.870886 3:-0.861345 4:-0.853055 5:-0.87949 6:-0.880658 7:-0.800487 8:-0.890306 9:-0.852667 10:-0.836 11:-0.809524 12:-0.860317 13:-0.860324 14:-0.875648 15:-0.862724 16:-0.87349
-1 1:-0.880939 2:-0.837975 3:-0.863445 4:-0.868523 5:-0.835458 6:-0.917695 7:-0.883212 8:-0.928571 9:-0.871296 10:-0.884 11:-0.830688 12:-0.907937 13:-0.870445 14:-0.911917 15:-0.907075 16:-0.904762
-1 1:-0.883124 2:-0.896203 3:-0.865546 4:-0.91338 5:-0.909618 6:-0.893004 7:-0.907543 8:-0.910714 9:-0.884843 10:-0.88 11:-0.890653 12:-0.901587 13:-0.898785 14:-0.932642 15:-0.902851 16:-0.900498
-1 1:-0.939924 2:-0.931646 3:-0.89916 4:-0.935035 5:-0.895713 6:-0.91358 7:-0.907543 8:-0.895408 9:-0.939035 10:-0.852 11:-0.908289 12:-0.885714 13:-0.933198 14:-0.88342 15:-0.913411 16:-0.923241
-1 1:-0.720371 2:-0.729114 3:-0.636555 4:-0.780356 5:-0.747393 6:-0.716049 7:-0.781022 8:-0.69898 9:-0.632515 10:-0.788 11:-0.756614 12:-0.730159 13:-0.811741 14:-0.699482 15:-0.712777 16:-0.712864
-1 1:-0.689787 2:-0.724051 3:-0.693277 4:-0.761794 5:-0.726535 6:-0.761317 7:-0.751825 8:-0.757653 9:-0.751058 10:-0.768 11:-0.763668 12:-0.739683 13:-0.716599 14:-0.738342 15:-0.809926 16:-0.792466
-1 1:-0.898416 2:-0.835443 3:-0.869748 4:-0.828306 5:-0.835458 6:-0.847737 7:-0.781022 8:-0.829082 9:-0.861135 10:-0.776 11:-0.66843 12:-0.765079 13:-0.836032 14:-0.829016 15:-0.778247 16:-0.779673
-1 1:-0.86237 2:-0.921519 3:-0.861345 4:-0.887084 5:-0.904983 6:-0.921811 7:-0.917275 8:-0.936224 9:-0.857748 10:-0.888 11:-0.848325 12:-0.926984 13:-0.91498 14:-0.927461 15:-0.892291 16:-0.923241
